symbol,name
NDTV.NS,New Delhi Television Limited
NECCLTD.NS,North Eastern Carrying Corporation Limited
NECLIFE.NS,Nectar Lifesciences Limited
NELCAST.NS,Nelcast Limited
NELCO.NS,NELCO Limited
NEOGEN.NS,Neogen Chemicals Limited
NEPHROPLUS.NS,Nephrocare Health Services Limited
NESCO.NS,Nesco Limited
NESTLEIND.NS,Nestle India Limited
NETF.NS,[ETF] Tata Nifty 50 Exchange Traded Fund
NETWEB.NS,Netweb Technologies India Limited
NETWORK18.NS,Network18 Media & Investments Limited
NEULANDLAB.NS,Neuland Laboratories Limited
NEWGEN.NS,Newgen Software Technologies Limited
NEXT30ADD.NS,[ETF] DSP Mutual Fund - DSP BSE SENSEX Next 30 ETF
NEXT50.NS,[ETF] Mirae Asset Mutual Fund - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - Mi
NEXT50ADD.NS,[ETF] DSP Mutual Fund - DSP Nifty Next 50 ETF
NEXT50BETA.NS,[ETF] UTI Mutual Fund - UTI NIfty Next 50 Exchange Traded Fund - UTI NIFTY N
NEXT50ETF.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak Nifty Next 50 ETF
NEXT50IETF.NS,[ETF] ICICI Prudential Mutual Fund - ICICI Prudential Nifty Next 50 ETF
NEXTMEDIA.NS,Next Mediaworks Limited
NFL.NS,National Fertilizers Limited
NGIL.NS,Nakoda Group of Industries Limited
NGLFINE.NS,NGL Fine-Chem Limited
NH.NS,Narayana Hrudayalaya Ltd.
NHPC.NS,NHPC Limited
NIACL.NS,The New India Assurance Company Limited
NIBE.NS,NIBE Limited
NIBL.NS,NRB Industrial Bearings Limited
NIF100BEES.NS,[ETF] NIPPON INDIA ETF NIFTY 100
NIF100IETF.NS,[ETF] ICICI Prudential Nifty 100 ETF
NIFTY1.NS,[ETF] Kotak Nifty 50 ETF
NIFTY100EW.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak Nifty 100 Equal Weight ETF
NIFTYADD.NS,[ETF] DSP  Mutual Fund - DSP Nifty 50 ETF
NIFTYBEES.NS,[ETF] Nippon India ETF Nifty 50 BeES
NIFTYBETA.NS,[ETF] UTI Nifty 50 ETF
NIFTYBETF.NS,[ETF] Bajaj Finserv Mutual Fund - Bajaj Finserv Nifty 50 ETF
NIFTYCASE.NS,[ETF] Zerodha Fund House - Zerodha Nifty 50 ETF
NIFTYETF.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Nifty 50 ETF
NIFTYIETF.NS,[ETF] ICICI Prudential Nifty 50 ETF
NIFTYQLITY.NS,[ETF] Aditya Birla Sun Life Mutual Fund - ABSL Nifty 200 Quality 30 ETF
NIITLTD.NS,NIIT Limited
NIITMTS.NS,NIIT Learning Systems Limited
NILAINFRA.NS,Nila Infrastructures Limited
NILASPACES.NS,Nila Spaces Limited
NILKAMAL.NS,Nilkamal Limited
NINSYS.NS,NINtec Systems Limited
NIPPOBATRY.NS,Indo-National Limited
NIRAJ.NS,Niraj Cement Structurals Limited
NIRAJISPAT.NS,Niraj Ispat Industries Limited
NITCO.NS,Nitco Limited
NITINSPIN.NS,Nitin Spinners Limited
NITIRAJ.NS,Nitiraj Engineers Limited
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited
NKIND.NS,NK Industries Limited
NLCINDIA.NS,NLC India Limited
NMDC.NS,NMDC Limited
NOCIL.NS,NOCIL Limited
NOIDATOLL.NS,Noida Toll Bridge Company Limited
NORBTEAEXP.NS,Norben Tea & Exports Limited
NORTHARC.NS,Northern Arc Capital Limited
NOVAAGRI.NS,Nova Agritech Limited
NPBET.NS,[ETF] Tata Nifty Private Bank Exchange Traded Fund
NPST.NS,Network People Services Technologies Limited
NRAIL.NS,N R Agarwal Industries Limited
NRBBEARING.NS,NRB Bearing Limited
NRL.NS,Nupur Recyclers Limited
NSIL.NS,Nalwa Sons Investments Limited
NSLNISP.NS,NMDC Steel Limited
NTPC.NS,NTPC Limited
NTPCGREEN.NS,NTPC Green Energy Limited
NUCLEUS.NS,Nucleus Software Exports Limited
NURECA.NS,Nureca Limited
NUVAMA.NS,Nuvama Wealth Management Limited
NUVOCO.NS,Nuvoco Vistas Corporation Limited
NV20.NS,[ETF] Kotak Nifty 50 value 20 ETF
NV20BEES.NS,[ETF] Nippon India ETF Nifty 50 Value 20
NV20IETF.NS,[ETF] ICICI Prudential Nifty50 Value 20 ETF
NYKAA.NS,FSN E-Commerce Ventures Limited
OAL.NS,Oriental Aromatics Limited
OBCL.NS,Orissa Bengal Carrier Limited
OBEROIRLTY.NS,Oberoi Realty Limited
OCCLLTD.NS,OCCL Limited
ODIGMA.NS,Odigma Consultancy Solutions Limited
OFSS.NS,Oracle Financial Services Software Limited
OIL.NS,Oil India Limited
OILCOUNTUB.NS,Oil Country Tubular Limited
OILIETF.NS,[ETF] ICICI Prudential Mutual Fund - ICICI Prudential Nifty Oil & Gas ETF
OLAELEC.NS,Ola Electric Mobility Limited
OLECTRA.NS,Olectra Greentech Limited
OMAXAUTO.NS,Omax Autos Limited
OMAXE.NS,Omaxe Limited
OMFREIGHT.NS,Om Freight Forwarders Limited
OMINFRAL.NS,OM INFRA LIMITED
OMKARCHEM.NS,Omkar Speciality Chemicals Limited
ONELIFECAP.NS,Onelife Capital Advisors Limited
ONEPOINT.NS,One Point One Solutions Limited
ONESOURCE.NS,Onesource Specialty Pharma Limited
ONGC.NS,Oil & Natural Gas Corporation Limited
ONMOBILE.NS,OnMobile Global Limited
ONWARDTEC.NS,Onward Technologies Limited
OPTIEMUS.NS,Optiemus Infracom Limited
ORBTEXP.NS,Orbit Exports Limited
ORCHASP.NS,Orchasp Limited
ORCHPHARMA.NS,Orchid Pharma Limited
ORICONENT.NS,Oricon Enterprises Limited
ORIENTALTL.NS,Oriental Trimex Limited
ORIENTBELL.NS,Orient Bell Limited
ORIENTCEM.NS,Orient Cement Limited
ORIENTCER.NS,ORIENT CERATECH LIMITED
ORIENTELEC.NS,Orient Electric Limited
ORIENTHOT.NS,Oriental Hotels Limited
ORIENTLTD.NS,Orient Press Limited
ORIENTPPR.NS,Orient Paper & Industries Limited
ORIENTTECH.NS,Orient Technologies Limited
ORISSAMINE.NS,The Orissa Minerals Development Company Limited
ORKLAINDIA.NS,Orkla India Limited
ORTEL.NS,Ortel Communications Limited
ORTINGLOBE.NS,ORTIN GLOBAL LIMITED
OSIAHYPER.NS,Osia Hyper Retail Limited
OSWALAGRO.NS,Oswal Agro Mills Limited
OSWALGREEN.NS,Oswal Greentech Limited
OSWALPUMPS.NS,Oswal Pumps Limited
OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited
PACEDIGITK.NS,Pace Digitek Limited
PAGEIND.NS,Page Industries Limited
PAISALO.NS,Paisalo Digital Limited
PAKKA.NS,PAKKA LIMITED
PALASHSECU.NS,Palash Securities Limited
PALREDTEC.NS,Palred Technologies Limited
PANACEABIO.NS,Panacea Biotec Limited
PANACHE.NS,Panache Digilife Limited
PANAMAPET.NS,Panama Petrochem Limited
PANSARI.NS,Pansari Developers Limited
PAR.NS,Par Drugs And Chemicals Limited
PARACABLES.NS,Paramount Communications Limited
PARADEEP.NS,Paradeep Phosphates Limited
PARAGMILK.NS,Parag Milk Foods Limited
PARAS.NS,Paras Defence and Space Technologies Limited
PARASPETRO.NS,Paras Petrofils Limited
PARKHOSPS.NS,Park Medi World Limited
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited
PARSVNATH.NS,Parsvnath Developers Limited
PASHUPATI.NS,Pashupati Cotspin Limited
PASUPTAC.NS,Pasupati Acrylon Limited
PATANJALI.NS,Patanjali Foods Limited
PATELENG.NS,Patel Engineering Limited
PATELRMART.NS,Patel Retail Limited
PATINTLOG.NS,Patel Integrated Logistics Limited
PAUSHAKLTD.NS,Paushak Limited
PAVNAIND.NS,Pavna Industries Limited
PAYTM.NS,One 97 Communications Limited
PCBL.NS,PCBL Chemical Limited
PCJEWELLER.NS,PC Jeweller Limited
PDMJEPAPER.NS,Pudumjee Paper Products Limited
PDSL.NS,PDS Limited
PEARLPOLY.NS,Pearl Polymers Limited
PENIND.NS,Pennar Industries Limited
PENINLAND.NS,Peninsula Land Limited
PERSISTENT.NS,Persistent Systems Limited
PETRONET.NS,Petronet LNG Limited
PFC.NS,Power Finance Corporation Limited
PFIZER.NS,Pfizer Limited
PFOCUS.NS,Prime Focus Limited
PFS.NS,PTC India Financial Services Limited
PGEL.NS,PG Electroplast Limited
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited
PGHL.NS,Procter & Gamble Health Limited
PGIL.NS,Pearl Global Industries Limited
PHARMABEES.NS,[ETF] Nippon India Mutual Fund - Nippon India Nifty Pharma ETF
PHOENIXLTD.NS,The Phoenix Mills Limited
PICCADIL.NS,Piccadily Agro Industries Limited
PIDILITIND.NS,Pidilite Industries Limited
PIGL.NS,Power & Instrumentation (Gujarat) Limited
PIIND.NS,PI Industries Limited
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED
PINELABS.NS,Pine Labs Limited
PIONEEREMB.NS,Pioneer Embroideries Limited
PIRAMALFIN.NS,Piramal Finance Limited
PITTIENG.NS,Pitti Engineering Limited
PIXTRANS.NS,Pix Transmissions Limited
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited
PLASTIBLEN.NS,Plastiblends India Limited
PLATIND.NS,Platinum Industries Limited
PLAZACABLE.NS,Plaza Wires Limited
PNB.NS,Punjab National Bank
PNBGILTS.NS,PNB Gilts Limited
PNBHOUSING.NS,PNB Housing Finance Limited
PNC.NS,Pritish Nandy Communications Limited
PNCINFRA.NS,PNC Infratech Limited
PNGJL.NS,P N Gadgil Jewellers Limited
POCL.NS,Pondy Oxides & Chemicals Limited
PODDARMENT.NS,Poddar Pigments Limited
POKARNA.NS,Pokarna Limited
POLICYBZR.NS,PB Fintech Limited
POLYCAB.NS,Polycab India Limited
POLYMED.NS,Poly Medicure Limited
POLYPLEX.NS,Polyplex Corporation Limited
PONNIERODE.NS,Ponni Sugars (Erode) Limited
POONAWALLA.NS,Poonawalla Fincorp Limited
POWERGRID.NS,Power Grid Corporation of India Limited
POWERINDIA.NS,Hitachi Energy India Limited
POWERMECH.NS,Power Mech Projects Limited
PPAP.NS,PPAP Automotive Limited
PPL.NS,Prakash Pipes Limited
PPLPHARMA.NS,Piramal Pharma Limited
PRABHA.NS,Prabha Energy Limited
PRAENG.NS,Prajay Engineers Syndicate Limited
PRAJIND.NS,Praj Industries Limited
PRAKASH.NS,Prakash Industries Limited
PRAKASHSTL.NS,Prakash Steelage Limited
PRAXIS.NS,Praxis Home Retail Limited
PRECAM.NS,Precision Camshafts Limited
PRECOT.NS,Precot Limited
PRECWIRE.NS,Precision Wires India Limited
PREMEXPLN.NS,Premier Explosives Limited
PREMIER.NS,Premier Limited
PREMIERENE.NS,Premier Energies Limited
PREMIERPOL.NS,Premier Polyfilm Limited
PRESTIGE.NS,Prestige Estates Projects Limited
PRICOLLTD.NS,Pricol Limited
PRIMESECU.NS,Prime Securities Limited
PRIMO.NS,Primo Chemicals Limited
PRINCEPIPE.NS,Prince Pipes And Fittings Limited
PRITI.NS,Priti International Limited
PRITIKAUTO.NS,Pritika Auto Industries Limited
PRIVISCL.NS,Privi Speciality Chemicals Limited
PROSTARM.NS,Prostarm Info Systems Limited
PROTEAN.NS,Protean eGov Technologies Limited
PROZONER.NS,Prozone Realty Limited
PRSMJOHNSN.NS,Prism Johnson Limited
PRUDENT.NS,Prudent Corporate Advisory Services Limited
PRUDMOULI.NS,Prudential Sugar Corporation Limited
PSB.NS,Punjab & Sind Bank
PSPPROJECT.NS,PSP Projects Limited
PSUBANK.NS,[ETF] Kotak Nifty PSU Bank ETF
PSUBANKADD.NS,[ETF] DSP Mutual Fund - DSP Nifty PSU Bank ETF
PSUBNKBEES.NS,[ETF] Nippon India ETF Nifty PSU Bank BeES
PSUBNKIETF.NS,[ETF] ICICI Prudential Mutual Fund - ICICI Prudential Nifty PSU Bank ETF
PTC.NS,PTC India Limited
PTCIL.NS,PTC Industries Limited
PTL.NS,PTL Enterprises Limited
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited
PURVA.NS,Puravankara Limited
PVP.NS,PVP Ventures Limited
PVRINOX.NS,PVR INOX Limited
PVSL.NS,Popular Vehicles and Services Limited
PVTBANIETF.NS,[ETF] ICICI Prudential Nifty Private Bank ETF - NIFTY PRIVATE BANK INDEX
PVTBANKADD.NS,[ETF] DSP Mutual Fund - DSP Nifty Private Bank ETF
PWL.NS,Physicswallah Limited
PYRAMID.NS,Pyramid Technoplast Limited
QGOLDHALF.NS,[ETF] Quantum Gold Fund -Exchange Traded Fund (ETF)
QNIFTY.NS,[ETF] Quantum Nifty 50 ETF
QPOWER.NS,Quality Power Electrical Equipments Limited
QUADFUTURE.NS,Quadrant Future Tek Limited
QUAL30IETF.NS,[ETF] ICICI Prudential MF - ICICI Prudential Nifty 200 Quality 30 ETF
QUALITY30.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak Nifty200 Quality 30 ETF
QUESS.NS,Quess Corp Limited
QUICKHEAL.NS,Quick Heal Technologies Limited
RACE.NS,Race Eco Chain Limited
RACLGEAR.NS,RACL Geartech Limited
RADAAN.NS,Radaan Mediaworks India Limited
RADHIKAJWE.NS,Radhika Jeweltech Limited
RADIANTCMS.NS,Radiant Cash Management Services Limited
RADICO.NS,Radico Khaitan Limited
RADIOCITY.NS,Music Broadcast Limited
RAILTEL.NS,Railtel Corporation Of India Limited
RAIN.NS,Rain Industries Limited
RAINBOW.NS,Rainbow Childrens Medicare Limited
RAJESHEXPO.NS,Rajesh Exports Limited
RAJMET.NS,Rajnandini Metal Limited
RAJOOENG.NS,Rajoo Engineers Limited
RAJRATAN.NS,Rajratan Global Wire Limited
RAJRILTD.NS,Raj Rayon Industries Limited
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited
RAJTV.NS,Raj Television Network Limited
RALLIS.NS,Rallis India Limited
RAMANEWS.NS,Shree Rama Newsprint Limited
RAMAPHO.NS,Rama Phosphates Limited
RAMASTEEL.NS,Rama Steel Tubes Limited
RAMCOCEM.NS,The Ramco Cements Limited
RAMCOIND.NS,Ramco Industries Limited
RAMCOSYS.NS,Ramco Systems Limited
RAMKY.NS,Ramky Infrastructure Limited
RAMRAT.NS,Ram Ratna Wires Limited
RANASUG.NS,Rana Sugars Limited
RANEHOLDIN.NS,Rane Holdings Limited
RATEGAIN.NS,Rategain Travel Technologies Limited
RATNAMANI.NS,Ratnamani Metals & Tubes Limited
RATNAVEER.NS,Ratnaveer Precision Engineering Limited
RAYMOND.NS,Raymond Limited
RAYMONDLSL.NS,Raymond Lifestyle Limited
RAYMONDREL.NS,Raymond Realty Limited
RBA.NS,Restaurant Brands Asia Limited
RBLBANK.NS,RBL Bank Limited
RBZJEWEL.NS,RBZ Jewellers Limited
RCF.NS,Rashtriya Chemicals and Fertilizers Limited
RCOM.NS,Reliance Communications Limited
RECLTD.NS,REC Limited
REDINGTON.NS,Redington Limited
REDTAPE.NS,Redtape Limited
REFEX.NS,Refex Industries Limited
REGAAL.NS,Regaal Resources Limited
REGENCERAM.NS,Regency Ceramics Limited
RELAXO.NS,Relaxo Footwears Limited
RELCHEMQ.NS,Reliance Chemotex Industries Limited
RELIABLE.NS,Reliable Data Services Limited
RELIANCE.NS,Reliance Industries Limited
RELIGARE.NS,Religare Enterprises Limited
RELINFRA.NS,Reliance Infrastructure Limited
RELTD.NS,Ravindra Energy Limited
REMSONSIND.NS,Remsons Industries Limited
RENUKA.NS,Shree Renuka Sugars Limited
REPCOHOME.NS,Repco Home Finance Limited
REPL.NS,Rudrabhishek Enterprises Limited
REPRO.NS,Repro India Limited
RESPONIND.NS,Responsive Industries Limited
RETAIL.NS,JHS Svendgaard Retail Ventures Limited
RGL.NS,Renaissance Global Limited
RHETAN.NS,Rhetan TMT Limited
RHFL.NS,Reliance Home Finance Limited
RHIM.NS,RHI MAGNESITA INDIA LIMITED
RHL.NS,Robust Hotels Limited
RICOAUTO.NS,Rico Auto Industries Limited
RIIL.NS,Reliance Industrial Infrastructure Limited
RISHABH.NS,Rishabh Instruments Limited
RITCO.NS,Ritco Logistics Limited
RITES.NS,RITES Limited
RKDL.NS,Ravi Kumar Distilleries Limited
RKEC.NS,RKEC Projects Limited
RKFORGE.NS,Ramkrishna Forgings Limited
RKSWAMY.NS,R K Swamy Limited
RMDRIP.NS,R M Drip and Sprinklers Systems Limited
RML.NS,Rane (Madras) Limited
RNBDENIMS.NS,R&B Denims Limited
ROHLTD.NS,Royal Orchid Hotels Limited
ROLEXRINGS.NS,Rolex Rings Limited
ROLLT.NS,Rollatainers Limited
ROML.NS,Raj Oil Mills Limited
ROSSARI.NS,Rossari Biotech Limited
ROSSELLIND.NS,Rossell India Limited
ROSSTECH.NS,Rossell Techsys Limited
ROTO.NS,Roto Pumps Limited
ROUTE.NS,ROUTE MOBILE LIMITED
RPEL.NS,Raghav Productivity Enhancers Limited
RPGLIFE.NS,RPG Life Sciences Limited
RPOWER.NS,Reliance Power Limited
RPPINFRA.NS,R.P.P. Infra Projects Limited
RPPL.NS,Rajshree Polypack Limited
RPSGVENT.NS,RPSG VENTURES LIMITED
RPTECH.NS,Rashi Peripherals Limited
RRKABEL.NS,R R Kabel Limited
RSSOFTWARE.NS,R. S. Software (India) Limited
RSWM.NS,RSWM Limited
RSYSTEMS.NS,R Systems International Limited
RTNINDIA.NS,RattanIndia Enterprises Limited
RTNPOWER.NS,RattanIndia Power Limited
RUBFILA.NS,Rubfila International Limited
RUBICON.NS,Rubicon Research Limited
RUBYMILLS.NS,The Ruby Mills Limited
RUCHINFRA.NS,Ruchi Infrastructure Limited
RUCHIRA.NS,Ruchira Papers Limited
RUDRA.NS,Rudra Global Infra Products Limited
RUPA.NS,Rupa & Company Limited
RUSHIL.NS,Rushil Decor Limited
RUSTOMJEE.NS,Keystone Realtors Limited
RVHL.NS,Ravinder Heights Limited
RVNL.NS,Rail Vikas Nigam Limited
RVTH.NS,Revathi Equipment India Limited
S&SPOWER.NS,S&S Power Switchgears Limited
SAATVIKGL.NS,Saatvik Green Energy Limited
SABEVENTS.NS,Sab Events & Governance Now Media Limited
SABTNL.NS,Sri Adhikari Brothers Television Network Limited
SADBHAV.NS,Sadbhav Engineering Limited
SADBHIN.NS,Sadbhav Infrastructure Project Limited
SADHNANIQ.NS,Sadhana Nitrochem Limited
SAFARI.NS,Safari Industries (India) Limited
SAGARDEEP.NS,Sagardeep Alloys Limited
SAGCEM.NS,Sagar Cements Limited
SAGILITY.NS,SAGILITY LIMITED
SAHYADRI.NS,Sahyadri Industries Limited
SAIL.NS,Steel Authority of India Limited
SAILIFE.NS,Sai Life Sciences Limited
SAKAR.NS,Sakar Healthcare Limited
SAKHTISUG.NS,Sakthi Sugars Limited
SAKSOFT.NS,Saksoft Limited
SAKUMA.NS,Sakuma Exports Limited
SALASAR.NS,Salasar Techno Engineering Limited
SALONA.NS,Salona Cotspin Limited
SALSTEEL.NS,S.A.L. Steel Limited
SALZERELEC.NS,Salzer Electronics Limited
SAMBHAAV.NS,Sambhaav Media Limited
SAMBHV.NS,Sambhv Steel Tubes Limited
SAMHI.NS,Samhi Hotels Limited
SAMMAANCAP.NS,Sammaan Capital Limited
SAMPANN.NS,Sampann Utpadan India Limited
SANATHAN.NS,Sanathan Textiles Limited
SANCO.NS,Sanco Industries Limited
SANDESH.NS,The Sandesh Limited
SANDHAR.NS,Sandhar Technologies Limited
SANDUMA.NS,Sandur Manganese & Iron Ores Limited
SANGAMIND.NS,Sangam (India) Limited
SANGHIIND.NS,Sanghi Industries Limited
SANGHVIMOV.NS,Sanghvi Movers Limited
SANGINITA.NS,Sanginita Chemicals Limited
SANOFI.NS,Sanofi India Limited
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited
SANSERA.NS,Sansera Engineering Limited
SANSTAR.NS,Sanstar Limited
SANWARIA.NS,Sanwaria Consumer Limited
SAPPHIRE.NS,Sapphire Foods India Limited
SARDAEN.NS,Sarda Energy & Minerals Limited
SAREGAMA.NS,Saregama India Limited
SARLAPOLY.NS,Sarla Performance Fibers Limited
SARVESHWAR.NS,Sarveshwar Foods Limited
SASKEN.NS,Sasken Technologies Limited
SASTASUNDR.NS,Sastasundar Ventures Limited
SATIA.NS,Satia Industries Limited
SATIN.NS,Satin Creditcare Network Limited
SAURASHCEM.NS,Saurashtra Cement Limited
SBC.NS,SBC Exports Limited
SBCL.NS,Shivalik Bimetal Controls Limited
SBFC.NS,SBFC Finance Limited
SBGLP.NS,Suratwwala Business Group Limited
SBIBPB.NS,[ETF] SBI Mutual Fund - SBI BSE PSU Bank ETF
SBICARD.NS,SBI Cards and Payment Services Limited
SBIETFCON.NS,[ETF] SBI Mutual Fund - SBI ETF Consumption
SBIETFIT.NS,[ETF] SBI Mutual Fund-SBI ETF IT
SBIETFPB.NS,[ETF] SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank
SBIETFQLTY.NS,[ETF] SBI Mutual Fund - SBI - ETF Quality - SBI-ETF Quality
SBILIFE.NS,SBI Life Insurance Company Limited
SBILIQETF.NS,[ETF] SBI Mutual Fund - SBI NIFTY 1D Rate Liquid ETF - Growth
SBIN.NS,State Bank of India
SBINEQWETF.NS,[ETF] SBI Mutual Fund - SBI Nifty50 Equal Weight ETF
SBISILVER.NS,[ETF] SBI Mutual Fund - SBI SILVER ETF
SCHAEFFLER.NS,Schaeffler India Limited
SCHAND.NS,S Chand And Company Limited
SCHNEIDER.NS,Schneider Electric Infrastructure Limited
SCI.NS,Shipping Corporation Of India Limited
SCILAL.NS,Shipping Corporation of India Land and Assets Limited
SCODATUBES.NS,Scoda Tubes Limited
SCPL.NS,Sheetal Cool Products Limited
SDBL.NS,Som Distilleries & Breweries Limited
SDL26BEES.NS,[ETF] Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight
SEAMECLTD.NS,Seamec Limited
SECMARK.NS,SecMark Consultancy Limited
SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED
SEJALLTD.NS,Sejal Glass Limited
SELECTIPO.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset BSE Select IPO ETF
SELMC.NS,SEL Manufacturing Company Limited
SEMAC.NS,Semac Construction Limited
SENCO.NS,Senco Gold Limited
SENORES.NS,Senores Pharmaceuticals Limited
SENSEXADD.NS,[ETF] DSP BSE Sensex ETF
SENSEXBETA.NS,[ETF] UTI BSE Sensex ETF
SENSEXETF.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset S&P BSE Sensex ETF
SENSEXIETF.NS,[ETF] ICICI Prudential BSE Sensex ETF
SEPC.NS,SEPC Limited
SERVOTECH.NS,Servotech Renewable Power System Limited
SESHAPAPER.NS,Seshasayee Paper and Boards Limited
SETCO.NS,Setco Automotive Limited
SETF10GILT.NS,[ETF] SBI Mutual Fund - SBI-ETF 10 YEAR GILT
SETFGOLD.NS,[ETF] SBI-ETF Gold
SETFNIF50.NS,[ETF] SBI-ETF Nifty 50
SETFNIFBK.NS,[ETF] SBI-ETF Nifty Bank
SETFNN50.NS,[ETF] SBI-ETF Nifty Next 50
SETL.NS,Standard Engineering Technology Limited
SETUINFRA.NS,Setubandhan Infrastructure Limited
SEYAIND.NS,Seya Industries Limited
SFL.NS,Sheela Foam Limited
SGFIN.NS,SG Finserve Limited
SGIL.NS,Synergy Green Industries Limited
SGL.NS,STL Global Limited
SGMART.NS,SG Mart Limited
SHADOWFAX.NS,Shadowfax Technologies Limited
SHAH.NS,Shah Metacorp Limited
SHAHALLOYS.NS,Shah Alloys Limited
SHAILY.NS,Shaily Engineering Plastics Limited
SHAKTIPUMP.NS,Shakti Pumps (India) Limited
SHALBY.NS,Shalby Limited
SHALPAINTS.NS,Shalimar Paints Limited
SHANKARA.NS,Shankara Building Products Limited
SHANTI.NS,Shanti Overseas (India) Limited
SHANTIGEAR.NS,Shanthi Gears Limited
SHANTIGOLD.NS,Shanti Gold International Limited
SHARDACROP.NS,Sharda Cropchem Limited
SHARDAMOTR.NS,Sharda Motor Industries Limited
SHAREINDIA.NS,Share India Securities Limited
SHARIABEES.NS,[ETF] Nippon India ETF Nifty 50 Shariah BeES
SHEKHAWATI.NS,Shekhawati Industries Limited
SHEMAROO.NS,Shemaroo Entertainment Limited
SHILCTECH.NS,Shilchar Technologies Limited
SHILPAMED.NS,Shilpa Medicare Limited
SHIVALIK.NS,Shivalik Rasayan Limited
SHIVAMAUTO.NS,Shivam Autotech Limited
SHIVAMILLS.NS,Shiva Mills Limited
SHIVATEX.NS,Shiva Texyarn Limited
SHIVAUM.NS,Shiv Aum Steels Limited
SHK.NS,S H Kelkar and Company Limited
SHOPERSTOP.NS,Shoppers Stop Limited
SHRADHA.NS,Shradha Infraprojects Limited
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd
SHREECEM.NS,SHREE CEMENT LIMITED
SHREEJISPG.NS,Shreeji Shipping Global Limited
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA.NS,Shree Rama Multi-Tech Limited
SHRENIK.NS,Shrenik Limited
SHREYANIND.NS,Shreyans Industries Limited
SHRINGARMS.NS,Shringar House of Mangalsutra Limited
SHRIPISTON.NS,Shriram Pistons & Rings Limited
SHRIRAMFIN.NS,Shriram Finance Limited
SHRIRAMPPS.NS,Shriram Properties Limited
SHYAMCENT.NS,Shyam Century Ferrous Limited
SHYAMMETL.NS,Shyam Metalics and Energy Limited
SHYAMTEL.NS,Shyam Telecom Limited
SICALLOG.NS,Sical Logistics Limited
SIEMENS.NS,Siemens Limited
SIGACHI.NS,Sigachi Industries Limited
SIGIND.NS,Signet Industries Limited
SIGMA.NS,Sigma Solve Limited
SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED
SIGNATURE.NS,Signatureglobal (India) Limited
SIGNPOST.NS,Signpost India Limited
SIKKO.NS,Sikko Industries Limited
SIL.NS,Standard Industries Limited
SILGO.NS,Silgo Retail Limited
SILINV.NS,SIL Investments Limited
SILLYMONKS.NS,Silly Monks Entertainment Limited
SILVER.NS,[ETF] Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF
SILVER1.NS,[ETF] Kotak Mahindra Mutual Fund - Kotak Silver ETF
SILVER360.NS,[ETF] 360 ONE Mutual Fund - 360 ONE Silver ETF
SILVERADD.NS,[ETF] DSP  Mutual Fund - DSP Silver ETF
SILVERAG.NS,[ETF] Mirae Asset Mutual Fund - Mirae Asset Silver ETF
SILVERBEES.NS,[ETF] Nippon India Mutual Fund - Nippon India Silver ETF
SILVERBETA.NS,[ETF] UTI Mutual Fund - UTI Silver Exchange Traded Fund (UTI Silver ETF)
SILVERBND.NS,[ETF] Bandhan Mutual Fund - Bandhan Silver ETF
SILVERCASE.NS,[ETF] Zerodha Fund House - Zerodha Silver ETF
SILVERIETF.NS,[ETF] ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF
SILVERTUC.NS,Silver Touch Technologies Limited
SIMBHALS.NS,Simbhaoli Sugars Limited
SIMPLEXINF.NS,Simplex Infrastructures Limited
SINCLAIR.NS,Sinclairs Hotels Limited
SINDHUTRAD.NS,Sindhu Trade Links Limited
SINTERCOM.NS,Sintercom India Limited
SIRCA.NS,Sirca Paints India Limited
SIS.NS,SIS LIMITED
SITINET.NS,Siti Networks Limited
SIYSIL.NS,Siyaram Silk Mills Limited
SJS.NS,S.J.S. Enterprises Limited
SJVN.NS,SJVN Limited
SKFINDIA.NS,SKF India Limited
SKFINDUS.NS,SKF India (Industrial) Limited
SKIPPER.NS,Skipper Limited
